OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,,,CONTRACT_AMOUNT,CONTRACT_CURRENCY
ocds-0ud2q6-18164031-027-08,"Interruptores, Tableros, Transformadores de Corriente y Terminales de Porcelana",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,13329762.03,MXN
ocds-0ud2q6-18164032-040-08,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,12255000,MXN
ocds-0ud2q6-18164062-003-09,INTERRUPTORES DE POTENCIA Y APARTARRAYOS DE OXIDO DE ZINC,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3672186.52,MXN
ocds-0ud2q6-18164033-009-08,Interruptor de Potencia.,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,5210680.02,MXN
ocds-0ud2q6-18164060-035-09,RELEVADORES,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2311792.56,MXN
ocds-0ud2q6-18164031-024-09,Interruptores de Potencia y Tableros Metálicos Blindados,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,11947707.99,MXN
ocds-0ud2q6-18164060-038-09,INTERRUPTORES,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,15410900,MXN
ocds-0ud2q6-18164060-039-09,CUCHILLAS,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,7785855,MXN
ocds-0ud2q6-18164030-022-08,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,605970,MXN
ocds-0ud2q6-18164038-029-10,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,12461649.98,MXN
ocds-0ud2q6-18164057-005-08,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,22462958.18,MXN
ocds-0ud2q6-18164060-013-08,"APARTARRAYOS CLASE ESTACIýN PARA OPERAR EN SISTEMAS DE 123 Kv, 420 Kv Y 245 Kv",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,338488.5,MXN
ocds-0ud2q6-18164034-001-09,Banco de Capacitores e Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3820730,MXN
ocds-0ud2q6-18164037-058-08,INTERRUPTOR DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2229606,MXN
ocds-0ud2q6-18164075-013-08,Interruptor de potencia tripolar,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3512600,MXN
ocds-0ud2q6-18164033-016-10,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3765000,MXN
ocds-0ud2q6-18164057-026-10,RELEVADORES Y ESQUEMAS DE PROTECCION,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1156259.51,MXN
ocds-0ud2q6-18164090-010-08,Adquisiciones,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,552001,MXN
ocds-0ud2q6-18164058-003-10,Refacciones para Interruptor,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4737848.22,MXN
ocds-0ud2q6-18164061-009-10,"Relevadores, Medidor de Energýa Multifunciýn y Registrador de Disturbios",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,471785.4,MXN
ocds-0ud2q6-18164149-006-09,SISTEMA DE ENERGIA ININTERRUMPIBLE,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,967359.7,MXN
ocds-0ud2q6-18164057-015-08,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1744837.5,MXN
ocds-0ud2q6-18164040-019-08,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1685000,MXN
ocds-0ud2q6-18164040-025-07,INTERRUPTORES,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,686000,MXN
ocds-0ud2q6-18164078-003-10,Cuchillas Desconectadoras,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,660490,MXN
ocds-0ud2q6-18164078-002-10,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2193550,MXN
ocds-0ud2q6-18164038-015-10,EQUIPO OPLAT,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2313531.76,MXN
ocds-0ud2q6-18164034-024-09,Tablero Siscoprom y Tablero Metálico,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2497393,MXN
ocds-0ud2q6-18164058-001-10,Cuchillas,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3771184.37,MXN
ocds-0ud2q6-AA-018TOQ027-N104-2011,"AD-ZTD-024-11 ""PROCESADOR DE PROTOCOLOS""",direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,28841.97,MXN
ocds-0ud2q6-18164057-008-10,CUCHILLAS,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,8661007,MXN
ocds-0ud2q6-18164057-001-10,INTERRUPTOR DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,93990488,MXN
ocds-0ud2q6-18164039-005-09,"INTERRUPTORES DE POTENCIA,",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,13540760,MXN
ocds-0ud2q6-18164078-022-10,Cuchillas Desconectadoras y Cortacircuitos Fusibles,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,634210,MXN
ocds-0ud2q6-18164058-037-09,Apartarrayos,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,3212122.44,MXN
ocds-0ud2q6-18164058-038-09,Interruptor de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,11947235,MXN
ocds-0ud2q6-18164035-020-09,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,15536734,MXN
ocds-0ud2q6-18164058-004-09,"Transformadores, Interruptores y Apartarrayos.",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,749398.32,MXN
ocds-0ud2q6-18164058-003-09,Cuchillas,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,355440,MXN
ocds-0ud2q6-18164064-001-09,"DISPOSITIVO ANTIAVES, AISLADOR VIDRIO 111KN 305 MM, APARTARRAYO 7 OXZINC 96KV 2000MSNM, APARTARRAYO 9 OXZINC 192KV 2000MSNM, RECUPERADOR PARA GAS, INT A SF6 40 KA 250 VCD 1000MSNM, TRASNSFORMADORES INSTRUMENTOS, BOQUILLA TR 34.5KV 400/1200AMP 7B532G9 G, APARTARRAYO A OXZINC 288 KV 1000MSNM",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,21024288.1,MXN
ocds-0ud2q6-18164034-017-09,Interruptores y Banco de Capacitores,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,6773220,MXN
ocds-0ud2q6-18164036-016-10,Tableros Metal-Clad,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,8268807.84,MXN
ocds-0ud2q6-18164040-015-09,Subestaciýn Blindada,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,19823280.84,MXN
ocds-0ud2q6-18164033-006-10,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,9398455,MXN
ocds-0ud2q6-18164059-068-08,REFACCIONES PARA INTERRUPTOR SIEMENS,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2381766.21,MXN
ocds-0ud2q6-18164057-061-10,"RELEVADOR DE SOBRECORRIENTE, PROTECCION DE DISTANCIA, TABLEROS",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1835043.68,MXN
ocds-0ud2q6-18164040-023-10,Adquisicion de Equipo Digital,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,958349.28,MXN
ocds-0ud2q6-18164059-038-09,BOQUILLAS PARA TRANSFORMADOR,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1551449.04,MXN
ocds-0ud2q6-18164034-027-10,Tablero Metýlico,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4457489.13,MXN
ocds-0ud2q6-18164060-007-09,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2865450,MXN
ocds-0ud2q6-18164093-034-08,"231 SLT 1304 TRANSMISIýN Y TRANSFORMACIýN DEL ORIENTAL"" (1ý. FASE) CLAVE 0718TOQ0036 ""Adjudicaciýn del Contrato que integra actividades a precio alzado y conceptos a precios unitarios para la ejecuciýn de todas las Obras necesarias para la construcciýn e instalaciýn de: una (1) lýnea de transmisiýn con voltaje de 230 kV y una longitud total de 47,9 km-C y cuatro (4) Subestaciones con voltajes de 115 kV, con una capacidad total de 15,0 MVAr y 2 alimentadores que se localizarýn en el Estado de Tabasco, Estados Unidos Mexicanos.",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,5395000,MXN
ocds-0ud2q6-18164032-081-08,Interuptor de potencia ISTM-SF6-550-123-2000-40,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,938730,MXN
ocds-0ud2q6-18164090-006-09,Adquisiciones,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,7802475,MXN
ocds-0ud2q6-18164040-015-10,Adquisicion de Interruptor de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,1440000,MXN
ocds-0ud2q6-18164090-027-09,Adquisiciones,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,56728170,MXN
ocds-0ud2q6-18164179-011-10,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,11392516.5,MXN
ocds-0ud2q6-18164057-009-10,APARTARRAYOS,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2063290.32,MXN
ocds-0ud2q6-18164058-019-09,Boquillas 2do. Proceso,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,5547780.22,MXN
ocds-0ud2q6-18164039-021-10,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4596000,MXN
ocds-0ud2q6-18164061-028-10,LOTE DE REFAC MANTO. MAYOR,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4844140.13,MXN
ocds-0ud2q6-18164057-002-10,INTERRUPTOR DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,66513503.17,MXN
ocds-0ud2q6-18164041-005-09,INTERRUPTOR DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,14611956.89,MXN
ocds-0ud2q6-18164030-032-10,Tableros Metal Clad,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,4424470.8,MXN
ocds-0ud2q6-18164061-028-10,Adquisición de Tarjetas Electrónicas,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,146056.33,MXN
ocds-0ud2q6-18164037-028-10,TABLEROS METAL CLAD,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,20443966.8,MXN
ocds-0ud2q6-18164060-047-09,EQUIPO DIGITAL DE TELEPROTECCIýN,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,2365167.7,MXN
ocds-0ud2q6-18164036-019-10,Interruptores de Potencia,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,5020000,MXN
ocds-0ud2q6-18164057-031-10,TABLEROS INTEGRALES,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,24736029.12,MXN
ocds-0ud2q6-18164090-005-10,Adquisiciones,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,101354.16,MXN
ocds-0ud2q6-18164039-028-10,APARTARRAYOS,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,177120,MXN
ocds-0ud2q6-18164093-034-09,"""219 SLT Red de Transmisión Asociada a Manzanillo I U-1 y 2"" CLAVE 0618TOQ0054 ""1 (una) Subestación en SF6, con relación de transformación de 400/230 y 17 Alimentadores en alta tensión, que se localizarán en el estado de Colima, Estados Unidos Mexicanos"".",open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,44315453.44,MXN
ocds-0ud2q6-18164039-005-10,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,16634820,MXN
ocds-0ud2q6-18164041-016-10,INTERRUPTORES DE POTENCIA,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,9487810,MXN
ocds-0ud2q6-SA-018TOQ991-N40-2013,SUPERVISION DE MONTAJE DE INTERRUPTOR SIEMENS,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS INNOVACIONES, S.A. DE C.V.",,,293681.4,MXN
ocds-0ud2q6-AA-018TOQ046-I129-2013,MODULOS DE CONTROL DE DATOS,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,208373.08,MXN
ocds-0ud2q6-LA-018TOQ066-T36-2013,PUESTA EN SERVICIO DE CASETAS INTEGRALES,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,16874755.22,MXN
ocds-0ud2q6-AA-018TOQ793-N64-2013,"AD-CT-ZTV-065/13 ""ADQUISICION DE TARJETA ELECTRONICA CP-5014""",direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,182982.48,MXN
ocds-0ud2q6-AA-018TOQ853-N32-2013,ADQUISICIÓN DE TARJETA DE COMUNICACIÓN ZTB 2013,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,86373,MXN
ocds-0ud2q6-AA-018TOQ102-N42-2013,AD-022-13 MONTAJE Y SUSTITUCION DE TRANSFORMADORES,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,76346,MXN
ocds-0ud2q6-AA-018TOQ102-N35-2015,AD-022-15 INTEGRACION Y PUESTA EN SERVICIO DE EQUIPO SIEMENS,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,162178.43,MXN
ocds-0ud2q6-18164060-006-09,ADQ. DE UN ACUMULADOR HIDRAULICO PARA INTERRUPTOR MARCA IMEX 230KV.,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,379659.5,MXN
ocds-0ud2q6-18164060-009-09,Interruptor,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,34548223.12,MXN
ocds-0ud2q6-18164056-010-10,Instalaciones,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,219350.32,MXN
ocds-0ud2q6-IA-018TOQ017-N95-2015,L3P-G-097-2015 TARJETAS SCADA,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"SIEMENS, S.A. DE C.V.",,,28438.23,MXN
ocds-0ud2q6-AO-018TOQ082-N2-2014,"Construcción de Pavimentación de Concreto Asfáltico en la calle Tláloc, localizada en Cuautla, Morelos",direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"TURBOMEX REFACCIONES, MANTENIMIENTO Y SEGURIDAD INDUSTRIAL, S.A. DE C.V.",,,588730.38,MXN
ocds-0ud2q6-AA-018TOQ921-N17-2015,16S Mantenimiento General Enfriadores Aceite para Transformadores Potencia,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"LYM DE MEXICO, S.A. DE C.V.",,,61950,MXN
ocds-0ud2q6-18164008-210-10,RADIADOR ENFRIAR AIRE ESTATOR-GENERADOR,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"LYM DE MEXICO, S.A. DE C.V.",,,2450400,MXN
ocds-0ud2q6-18164008-096-10,SISTEMA DE LUBRICACIÓN E INTERCAMBIADORES DE CALOR DEL SISTEMA DE AGUA,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"LYM DE MEXICO, S.A. DE C.V.",,,92430,MXN
ocds-0ud2q6-18164008-002-09,Radiadores para sistema de enfriamiento,open,COMISIÓN FEDERAL DE ELECTRICIDAD,"LYM DE MEXICO, S.A. DE C.V.",,,4323407,MXN
ocds-0ud2q6-18164144-089-09,BANDA TRANSPORTADORA METÁLICA ST-500,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"METSO MINERALS MÉXICO, S.A. DE C.V.",,,565730000,MXN
ocds-0ud2q6-SO-018TOQ051-N172-2015,ESTUDIO DE MECÁNICA DE SUELOS,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"OESTEC DE MEXICO, S.A. DE C.V.",,,192903.26,MXN
ocds-0ud2q6-AO-018TOQ042-N5-2015,Estudio de mecanica de suelos para el proyecto de la L.T. Bacum - Progreso,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"OESTEC DE MEXICO, S.A. DE C.V.",,,11011,MXN
ocds-0ud2q6-AA-018TOQ729-E355-2017,C.F.E. C.H.B.D. CONTRATO DE BIENES 700484446 ADQ. BOMBA DE ACEITE KRAL MODELO CKC550ZBA,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,450000,MXN
ocds-0ud2q6-IA-018TOQ725-E458-2017,MOTOBOMBA KRAL MODELO CLL 550,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,1620000,MXN
ocds-0ud2q6-AA-018TOQ726-E313-2017,BOMBA CENTRIFUGA HORIZONTAL,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,85714,MXN
ocds-0ud2q6-AA-018TOQ726-E131-2017,"LRP-ADN-001/2017, MANTENIMIENTO A BOMBAS DOSIFICACIÓN DE QUIMICOS",direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,236000,MXN
ocds-0ud2q6-IA-018TOQ007-E174-2016,BOMBA DE HUMECTACIÓN DE CENIZAS UNIDADESD 1 Y 2,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,243200,MXN
ocds-0ud2q6-AA-018TOQ903-E69-2016,REFACCIONES PARA BOMBA MARCA SUNFLO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,236783,MXN
ocds-0ud2q6-AA-018TOQ076-E93-2016,TAPA DE LA CAJA DE RODAMIENTO EXTERIOR,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,7906,USD
ocds-0ud2q6-IA-018TOQ959-N54-2015,IA-018TOQ959-N54-2015 BOMBA TRES TORNILLOS,limited,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,337530,MXN
ocds-0ud2q6-AA-018TOQ076-E27-2016,ADQUISICION DE CAMISA DEL SELLO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,369997,USD
ocds-0ud2q6-SA-018TOQ884-T71-2015,BOMBA DOSIFICADORA DE FOSFATOS,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,247214,MXN
ocds-0ud2q6-AA-018TOQ863-N67-2015,SERVICIO A BOMBA KRAL DE TORNILLO PARA LA C.H. PDTE. PLUTATRCO ELIAS CALLES,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,41700,MXN
ocds-0ud2q6-SA-018TOQ076-I912-2015,ADQUISICION DE CARCASA,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,230214,USD
ocds-0ud2q6-SA-018TOQ892-T6-2015,ADI-006/15 REFACCIONES BOMBA ACIDO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,128604,MXN
ocds-0ud2q6-AA-018TOQ903-I122-2014,ENGRANES MOTRIZ Y FLECHA MCA SUNFLO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,263120,MXN
ocds-0ud2q6-SA-018TOQ076-T999-2014,ADQUISICION DE BALERO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,246657,USD
ocds-0ud2q6-SA-018TOQ795-N30-2014,C.F.E. C.H.B.DZ. ADQ. DE BOMBA MODELO CKCR550F MCA. KRAL.,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,386000,MXN
ocds-0ud2q6-AA-018TOQ903-N24-2014,"ENSAMBLE DE FLECHA , KIT SELLOS DE FLECHA",direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,474126,MXN
ocds-0ud2q6-AA-018TOQ076-I414-2014,ADJ. DE COJINETES DE HIERRO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,42161,USD
ocds-0ud2q6-SA-018TOQ972-T151-2013,BOMBA DOSIFICADORA TIPO DIAFRAGMA SA-018TOQ972-T151-2013,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,316900,MXN
ocds-0ud2q6-AA-018TOQ065-N122-2013,KIT DE REPARACION P/SELLO MECANICO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,110940,MXN
ocds-0ud2q6-AA-018TOQ076-I333-2013,ADQUISICION DE BALERO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,19530,USD
ocds-0ud2q6-AA-018TOQ076-I932-2012,Adquisición de Partes de Repuesto,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,511713.78,MXN
ocds-0ud2q6-AA-018TOQ076-I522-2012,PARTES DE REPUESTO PARA MARCA CLYDE UNION,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,16755,USD
ocds-0ud2q6-AA-018TOQ863-N27-2012,BOMBA DE DESPLAZAMIENTO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,85000,MXN
ocds-0ud2q6-AA-018TOQ795-N2-2011,ADQUISICION DE BOMBA MARCA KRAL CK-550.0674V180,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,307372,MXN
ocds-0ud2q6-AA-018TOQ903-N47-2011,ENSAMBLE YSELLO,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"FLUIDOS TECNICOS, S.A. DE C.V.",,,94596,MXN
ocds-0ud2q6-SA-018TOQ972-N160-2013,BOMBA CENTRIFUGA DE 30 HP SA-018TOQ972-N160-2013,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"EXCELENCIA EN BOMBAS Y SISTEMAS, S.A. DE C.V.",,,345300,MXN
ocds-0ud2q6-AA-018TOQ972-I174-2012,BOMBA SUMERGIBLE PORTATIL 500462007 AA-018TOQ972-I174-2012,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"EXCELENCIA EN BOMBAS Y SISTEMAS, S.A. DE C.V.",,,46850,MXN
ocds-0ud2q6-AA-018TOQ972-N109-2012,REPARACION DE BOMBA SUMERGIBLE,direct,COMISIÓN FEDERAL DE ELECTRICIDAD,"EXCELENCIA EN BOMBAS Y SISTEMAS, S.A. DE C.V.",,,21650,MXN
